2026-07-05 20:12:18,657 [INFO] ══════════ DÉMARRAGE DU PIPELINE ══════════
2026-07-05 20:12:18,659 [INFO] Lecture du CSV brut…
2026-07-05 20:12:19,959 [INFO]   101,500 lignes lues
2026-07-05 20:12:20,401 [INFO]   Doublons supprimés : 1,500
2026-07-05 20:12:22,080 [ERROR] {"transaction_id": "TX-2026003711", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,131 [ERROR] {"transaction_id": "TX-2026003803", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,157 [ERROR] {"transaction_id": "TX-2026003876", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,164 [ERROR] {"transaction_id": "TX-2026003898", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,198 [ERROR] {"transaction_id": "TX-2026003990", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,204 [ERROR] {"transaction_id": "TX-2026004011", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,210 [ERROR] {"transaction_id": "TX-2026004020", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,218 [ERROR] {"transaction_id": "TX-2026004039", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,234 [ERROR] {"transaction_id": "TX-2026004091", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,241 [ERROR] {"transaction_id": "TX-2026004106", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,302 [ERROR] {"transaction_id": "TX-2026004262", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,318 [ERROR] {"transaction_id": "TX-2026004310", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,331 [ERROR] {"transaction_id": "TX-2026004335", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,336 [ERROR] {"transaction_id": "TX-2026004354", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,361 [ERROR] {"transaction_id": "TX-2026004438", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,376 [ERROR] {"transaction_id": "TX-2026004479", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,379 [ERROR] {"transaction_id": "TX-2026004488", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,439 [ERROR] {"transaction_id": "TX-2026004646", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,455 [ERROR] {"transaction_id": "TX-2026004679", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,480 [ERROR] {"transaction_id": "TX-2026004739", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,484 [ERROR] {"transaction_id": "TX-2026004747", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,523 [ERROR] {"transaction_id": "TX-2026004836", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,540 [ERROR] {"transaction_id": "TX-2026004879", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,566 [ERROR] {"transaction_id": "TX-2026004949", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,569 [ERROR] {"transaction_id": "TX-2026004958", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,618 [ERROR] {"transaction_id": "TX-2026005096", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,634 [ERROR] {"transaction_id": "TX-2026005133", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,640 [ERROR] {"transaction_id": "TX-2026005147", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,651 [ERROR] {"transaction_id": "TX-2026005175", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,669 [ERROR] {"transaction_id": "TX-2026005212", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,683 [ERROR] {"transaction_id": "TX-2026005242", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,698 [ERROR] {"transaction_id": "TX-2026005281", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,735 [ERROR] {"transaction_id": "TX-2026005385", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,758 [ERROR] {"transaction_id": "TX-2026005451", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,769 [ERROR] {"transaction_id": "TX-2026005481", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,775 [ERROR] {"transaction_id": "TX-2026005498", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,807 [ERROR] {"transaction_id": "TX-2026005593", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,816 [ERROR] {"transaction_id": "TX-2026005626", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,825 [ERROR] {"transaction_id": "TX-2026005649", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,866 [ERROR] {"transaction_id": "TX-2026005745", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,910 [ERROR] {"transaction_id": "TX-2026005870", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,920 [ERROR] {"transaction_id": "TX-2026005903", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,951 [ERROR] {"transaction_id": "TX-2026005987", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,956 [ERROR] {"transaction_id": "TX-2026005995", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:22,964 [ERROR] {"transaction_id": "TX-2026006014", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:22,996 [ERROR] {"transaction_id": "TX-2026006121", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,029 [ERROR] {"transaction_id": "TX-2026006218", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,032 [ERROR] {"transaction_id": "TX-2026006224", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,040 [ERROR] {"transaction_id": "TX-2026006244", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,054 [ERROR] {"transaction_id": "TX-2026006292", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,065 [ERROR] {"transaction_id": "TX-2026006325", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,089 [ERROR] {"transaction_id": "TX-2026006377", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,107 [ERROR] {"transaction_id": "TX-2026006406", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,147 [ERROR] {"transaction_id": "TX-2026006481", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,157 [ERROR] {"transaction_id": "TX-2026006490", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,198 [ERROR] {"transaction_id": "TX-2026006531", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,214 [ERROR] {"transaction_id": "TX-2026006558", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,216 [ERROR] {"transaction_id": "TX-2026006560", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,220 [ERROR] {"transaction_id": "TX-2026006567", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,223 [ERROR] {"transaction_id": "TX-2026006574", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,266 [ERROR] {"transaction_id": "TX-2026006675", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,268 [ERROR] {"transaction_id": "TX-2026006683", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,343 [ERROR] {"transaction_id": "TX-2026006876", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,369 [ERROR] {"transaction_id": "TX-2026006937", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,415 [ERROR] {"transaction_id": "TX-2026007047", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,430 [ERROR] {"transaction_id": "TX-2026007084", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,442 [ERROR] {"transaction_id": "TX-2026007114", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,470 [ERROR] {"transaction_id": "TX-2026007128", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,479 [ERROR] {"transaction_id": "TX-2026007135", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,491 [ERROR] {"transaction_id": "TX-2026007140", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:23,589 [ERROR] {"transaction_id": "TX-2026007224", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,630 [ERROR] {"transaction_id": "TX-2026007262", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,841 [ERROR] {"transaction_id": "TX-2026007556", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,860 [ERROR] {"transaction_id": "TX-2026007588", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,865 [ERROR] {"transaction_id": "TX-2026007598", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,880 [ERROR] {"transaction_id": "TX-2026007622", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:23,966 [ERROR] {"transaction_id": "TX-2026007807", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,073 [ERROR] {"transaction_id": "TX-2026008041", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,094 [ERROR] {"transaction_id": "TX-2026008082", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:24,107 [ERROR] {"transaction_id": "TX-2026008104", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,181 [ERROR] {"transaction_id": "TX-2026008235", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,191 [ERROR] {"transaction_id": "TX-2026008265", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,199 [ERROR] {"transaction_id": "TX-2026008284", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:24,244 [ERROR] {"transaction_id": "TX-2026008398", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,277 [ERROR] {"transaction_id": "TX-2026008471", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:24,289 [ERROR] {"transaction_id": "TX-2026008498", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:24,360 [ERROR] {"transaction_id": "TX-2026008636", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:24,367 [ERROR] {"transaction_id": "TX-2026008646", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,479 [ERROR] {"transaction_id": "TX-2026008734", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,499 [ERROR] {"transaction_id": "TX-2026008746", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,628 [ERROR] {"transaction_id": "TX-2026008796", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:24,703 [ERROR] {"transaction_id": "TX-2026008897", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:24,725 [ERROR] {"transaction_id": "TX-2026008934", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,772 [ERROR] {"transaction_id": "TX-2026009036", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,773 [ERROR] {"transaction_id": "TX-2026009037", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:24,781 [ERROR] {"transaction_id": "TX-2026009060", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,820 [ERROR] {"transaction_id": "TX-2026009180", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:24,834 [ERROR] {"transaction_id": "TX-2026009224", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,846 [ERROR] {"transaction_id": "TX-2026009243", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,863 [ERROR] {"transaction_id": "TX-2026009291", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,888 [ERROR] {"transaction_id": "TX-2026009351", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:24,889 [ERROR] {"transaction_id": "TX-2026009352", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:24,931 [ERROR] {"transaction_id": "TX-2026009445", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:24,956 [ERROR] {"transaction_id": "TX-2026009498", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:24,963 [ERROR] {"transaction_id": "TX-2026009516", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:24,977 [ERROR] {"transaction_id": "TX-2026009541", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,001 [ERROR] {"transaction_id": "TX-2026009591", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,003 [ERROR] {"transaction_id": "TX-2026009594", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,015 [ERROR] {"transaction_id": "TX-2026009629", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,047 [ERROR] {"transaction_id": "TX-2026009713", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,064 [ERROR] {"transaction_id": "TX-2026009752", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,099 [ERROR] {"transaction_id": "TX-2026009836", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,116 [ERROR] {"transaction_id": "TX-2026009883", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,150 [ERROR] {"transaction_id": "TX-2026009972", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,163 [ERROR] {"transaction_id": "TX-2026010003", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,179 [ERROR] {"transaction_id": "TX-2026010040", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,200 [ERROR] {"transaction_id": "TX-2026010101", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,201 [ERROR] {"transaction_id": "TX-2026010106", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,247 [ERROR] {"transaction_id": "TX-2026010233", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,288 [ERROR] {"transaction_id": "TX-2026010392", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,354 [ERROR] {"transaction_id": "TX-2026010562", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,371 [ERROR] {"transaction_id": "TX-2026010609", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,392 [ERROR] {"transaction_id": "TX-2026010689", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,427 [ERROR] {"transaction_id": "TX-2026010783", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,437 [ERROR] {"transaction_id": "TX-2026010822", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,443 [ERROR] {"transaction_id": "TX-2026010846", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,450 [ERROR] {"transaction_id": "TX-2026010861", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,479 [ERROR] {"transaction_id": "TX-2026010956", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,485 [ERROR] {"transaction_id": "TX-2026010976", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,486 [ERROR] {"transaction_id": "TX-2026010979", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,491 [ERROR] {"transaction_id": "TX-2026011003", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,518 [ERROR] {"transaction_id": "TX-2026011088", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,532 [ERROR] {"transaction_id": "TX-2026011139", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,540 [ERROR] {"transaction_id": "TX-2026011158", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,580 [ERROR] {"transaction_id": "TX-2026011249", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,601 [ERROR] {"transaction_id": "TX-2026011298", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,650 [ERROR] {"transaction_id": "TX-2026011446", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 20:12:25,703 [ERROR] {"transaction_id": "TX-2026011596", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 20:12:25,713 [ERROR] {"transaction_id": "TX-2026011628", "reason": "bad_price", "raw_value": "-99.99"}
