2026-07-05 12:55:45,232 [INFO] ══════════ DÉMARRAGE DU PIPELINE ══════════
2026-07-05 12:55:45,233 [INFO] Lecture du CSV brut…
2026-07-05 12:55:45,767 [INFO]   101,500 lignes lues
2026-07-05 12:55:46,104 [INFO]   Doublons supprimés : 1,500
2026-07-05 12:55:46,899 [ERROR] {"transaction_id": "TX-2026002230", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:46,903 [ERROR] {"transaction_id": "TX-2026002236", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:46,931 [ERROR] {"transaction_id": "TX-2026002335", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:46,963 [ERROR] {"transaction_id": "TX-2026002436", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:46,967 [ERROR] {"transaction_id": "TX-2026002443", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:46,970 [ERROR] {"transaction_id": "TX-2026002450", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,009 [ERROR] {"transaction_id": "TX-2026002578", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,134 [ERROR] {"transaction_id": "TX-2026003006", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,193 [ERROR] {"transaction_id": "TX-2026003203", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,206 [ERROR] {"transaction_id": "TX-2026003254", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,220 [ERROR] {"transaction_id": "TX-2026003303", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,223 [ERROR] {"transaction_id": "TX-2026003313", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,224 [ERROR] {"transaction_id": "TX-2026003317", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,236 [ERROR] {"transaction_id": "TX-2026003368", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,249 [ERROR] {"transaction_id": "TX-2026003413", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,250 [ERROR] {"transaction_id": "TX-2026003416", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,287 [ERROR] {"transaction_id": "TX-2026003553", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,289 [ERROR] {"transaction_id": "TX-2026003555", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,318 [ERROR] {"transaction_id": "TX-2026003675", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,323 [ERROR] {"transaction_id": "TX-2026003700", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,326 [ERROR] {"transaction_id": "TX-2026003711", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,350 [ERROR] {"transaction_id": "TX-2026003803", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,370 [ERROR] {"transaction_id": "TX-2026003876", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,378 [ERROR] {"transaction_id": "TX-2026003898", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,400 [ERROR] {"transaction_id": "TX-2026003990", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,406 [ERROR] {"transaction_id": "TX-2026004011", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,410 [ERROR] {"transaction_id": "TX-2026004020", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,415 [ERROR] {"transaction_id": "TX-2026004039", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,431 [ERROR] {"transaction_id": "TX-2026004091", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,436 [ERROR] {"transaction_id": "TX-2026004106", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,476 [ERROR] {"transaction_id": "TX-2026004262", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,488 [ERROR] {"transaction_id": "TX-2026004310", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,494 [ERROR] {"transaction_id": "TX-2026004335", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,498 [ERROR] {"transaction_id": "TX-2026004354", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,527 [ERROR] {"transaction_id": "TX-2026004438", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,539 [ERROR] {"transaction_id": "TX-2026004479", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,541 [ERROR] {"transaction_id": "TX-2026004488", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,587 [ERROR] {"transaction_id": "TX-2026004646", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,596 [ERROR] {"transaction_id": "TX-2026004679", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,611 [ERROR] {"transaction_id": "TX-2026004739", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,613 [ERROR] {"transaction_id": "TX-2026004747", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,637 [ERROR] {"transaction_id": "TX-2026004836", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,648 [ERROR] {"transaction_id": "TX-2026004879", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,672 [ERROR] {"transaction_id": "TX-2026004949", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,675 [ERROR] {"transaction_id": "TX-2026004958", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,717 [ERROR] {"transaction_id": "TX-2026005096", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,728 [ERROR] {"transaction_id": "TX-2026005133", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,731 [ERROR] {"transaction_id": "TX-2026005147", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,739 [ERROR] {"transaction_id": "TX-2026005175", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,748 [ERROR] {"transaction_id": "TX-2026005212", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,756 [ERROR] {"transaction_id": "TX-2026005242", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,767 [ERROR] {"transaction_id": "TX-2026005281", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,794 [ERROR] {"transaction_id": "TX-2026005385", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,811 [ERROR] {"transaction_id": "TX-2026005451", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,821 [ERROR] {"transaction_id": "TX-2026005481", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,827 [ERROR] {"transaction_id": "TX-2026005498", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,855 [ERROR] {"transaction_id": "TX-2026005593", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,865 [ERROR] {"transaction_id": "TX-2026005626", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,873 [ERROR] {"transaction_id": "TX-2026005649", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,897 [ERROR] {"transaction_id": "TX-2026005745", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,936 [ERROR] {"transaction_id": "TX-2026005870", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,944 [ERROR] {"transaction_id": "TX-2026005903", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,962 [ERROR] {"transaction_id": "TX-2026005987", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,966 [ERROR] {"transaction_id": "TX-2026005995", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:47,970 [ERROR] {"transaction_id": "TX-2026006014", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:47,999 [ERROR] {"transaction_id": "TX-2026006121", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,023 [ERROR] {"transaction_id": "TX-2026006218", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,026 [ERROR] {"transaction_id": "TX-2026006224", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,030 [ERROR] {"transaction_id": "TX-2026006244", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,044 [ERROR] {"transaction_id": "TX-2026006292", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,055 [ERROR] {"transaction_id": "TX-2026006325", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,070 [ERROR] {"transaction_id": "TX-2026006377", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,079 [ERROR] {"transaction_id": "TX-2026006406", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,101 [ERROR] {"transaction_id": "TX-2026006481", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,102 [ERROR] {"transaction_id": "TX-2026006490", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,114 [ERROR] {"transaction_id": "TX-2026006531", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,125 [ERROR] {"transaction_id": "TX-2026006558", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,126 [ERROR] {"transaction_id": "TX-2026006560", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,127 [ERROR] {"transaction_id": "TX-2026006567", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,129 [ERROR] {"transaction_id": "TX-2026006574", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,157 [ERROR] {"transaction_id": "TX-2026006675", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,159 [ERROR] {"transaction_id": "TX-2026006683", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,210 [ERROR] {"transaction_id": "TX-2026006876", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,226 [ERROR] {"transaction_id": "TX-2026006937", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,250 [ERROR] {"transaction_id": "TX-2026007047", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,260 [ERROR] {"transaction_id": "TX-2026007084", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,269 [ERROR] {"transaction_id": "TX-2026007114", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,275 [ERROR] {"transaction_id": "TX-2026007128", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,277 [ERROR] {"transaction_id": "TX-2026007135", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,278 [ERROR] {"transaction_id": "TX-2026007140", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,301 [ERROR] {"transaction_id": "TX-2026007224", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,313 [ERROR] {"transaction_id": "TX-2026007262", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,403 [ERROR] {"transaction_id": "TX-2026007556", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,411 [ERROR] {"transaction_id": "TX-2026007588", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,413 [ERROR] {"transaction_id": "TX-2026007598", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,421 [ERROR] {"transaction_id": "TX-2026007622", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,462 [ERROR] {"transaction_id": "TX-2026007807", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,515 [ERROR] {"transaction_id": "TX-2026008041", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,528 [ERROR] {"transaction_id": "TX-2026008082", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,536 [ERROR] {"transaction_id": "TX-2026008104", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,572 [ERROR] {"transaction_id": "TX-2026008235", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,578 [ERROR] {"transaction_id": "TX-2026008265", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,581 [ERROR] {"transaction_id": "TX-2026008284", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,604 [ERROR] {"transaction_id": "TX-2026008398", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,621 [ERROR] {"transaction_id": "TX-2026008471", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,627 [ERROR] {"transaction_id": "TX-2026008498", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,663 [ERROR] {"transaction_id": "TX-2026008636", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,667 [ERROR] {"transaction_id": "TX-2026008646", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,685 [ERROR] {"transaction_id": "TX-2026008734", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,688 [ERROR] {"transaction_id": "TX-2026008746", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,702 [ERROR] {"transaction_id": "TX-2026008796", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,732 [ERROR] {"transaction_id": "TX-2026008897", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,737 [ERROR] {"transaction_id": "TX-2026008934", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,758 [ERROR] {"transaction_id": "TX-2026009036", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,758 [ERROR] {"transaction_id": "TX-2026009037", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,765 [ERROR] {"transaction_id": "TX-2026009060", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,794 [ERROR] {"transaction_id": "TX-2026009180", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,801 [ERROR] {"transaction_id": "TX-2026009224", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,806 [ERROR] {"transaction_id": "TX-2026009243", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,816 [ERROR] {"transaction_id": "TX-2026009291", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,827 [ERROR] {"transaction_id": "TX-2026009351", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,828 [ERROR] {"transaction_id": "TX-2026009352", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,858 [ERROR] {"transaction_id": "TX-2026009445", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,872 [ERROR] {"transaction_id": "TX-2026009498", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,878 [ERROR] {"transaction_id": "TX-2026009516", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,883 [ERROR] {"transaction_id": "TX-2026009541", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,898 [ERROR] {"transaction_id": "TX-2026009591", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,899 [ERROR] {"transaction_id": "TX-2026009594", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,909 [ERROR] {"transaction_id": "TX-2026009629", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,931 [ERROR] {"transaction_id": "TX-2026009713", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,943 [ERROR] {"transaction_id": "TX-2026009752", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:48,961 [ERROR] {"transaction_id": "TX-2026009836", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,973 [ERROR] {"transaction_id": "TX-2026009883", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:48,996 [ERROR] {"transaction_id": "TX-2026009972", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,003 [ERROR] {"transaction_id": "TX-2026010003", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:49,014 [ERROR] {"transaction_id": "TX-2026010040", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,031 [ERROR] {"transaction_id": "TX-2026010101", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:49,032 [ERROR] {"transaction_id": "TX-2026010106", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,063 [ERROR] {"transaction_id": "TX-2026010233", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,100 [ERROR] {"transaction_id": "TX-2026010392", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:49,144 [ERROR] {"transaction_id": "TX-2026010562", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,158 [ERROR] {"transaction_id": "TX-2026010609", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:49,178 [ERROR] {"transaction_id": "TX-2026010689", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,201 [ERROR] {"transaction_id": "TX-2026010783", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:49,214 [ERROR] {"transaction_id": "TX-2026010822", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,219 [ERROR] {"transaction_id": "TX-2026010846", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,223 [ERROR] {"transaction_id": "TX-2026010861", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,261 [ERROR] {"transaction_id": "TX-2026010956", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,266 [ERROR] {"transaction_id": "TX-2026010976", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:49,268 [ERROR] {"transaction_id": "TX-2026010979", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,278 [ERROR] {"transaction_id": "TX-2026011003", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:49,315 [ERROR] {"transaction_id": "TX-2026011088", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:49,333 [ERROR] {"transaction_id": "TX-2026011139", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:49,339 [ERROR] {"transaction_id": "TX-2026011158", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,366 [ERROR] {"transaction_id": "TX-2026011249", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:49,381 [ERROR] {"transaction_id": "TX-2026011298", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,421 [ERROR] {"transaction_id": "TX-2026011446", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:55:49,464 [ERROR] {"transaction_id": "TX-2026011596", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:55:49,476 [ERROR] {"transaction_id": "TX-2026011628", "reason": "bad_price", "raw_value": "-99.99"}
